0.25,0.25,0.253163,0.04,0.037,0.037956
0.5,0.50,0.502637,0.04,0.035,0.038036
0.75,0.74,0.754662,0.04,0.041,0.037996
1.0,1.00,1.003067,0.04,0.036,0.037884
1.25,1.25,1.252838,0.04,0.041,0.037813
1.5,1.50,1.504877,0.04,0.040,0.037909
1.75,1.75,1.753728,0.04,0.038,0.037933
2.0,1.99,2.006138,0.04,0.035,0.037933
2.25,2.25,2.253921,0.04,0.038,0.037996
2.5,2.50,2.503588,0.04,0.041,0.037948
2.75,2.75,2.754471,0.04,0.041,0.037900
3.0,3.00,3.004152,0.04,0.034,0.037924
3.25,3.25,3.255850,0.04,0.041,0.037972
3.5,3.50,3.505176,0.04,0.038,0.037773
3.75,3.75,3.753804,0.04,0.038,0.037821
4.0,4.00,4.005220,0.04,0.040,0.037924
4.25,4.25,4.255272,0.04,0.041,0.037956
4.5,4.50,4.506911,0.04,0.036,0.037741
4.75,4.75,4.755198,0.04,0.041,0.037940
5.0,5.00,5.004969,0.04,0.035,0.037797
5.25,5.25,5.254888,0.04,0.043,0.037749
5.5,5.51,5.504584,0.04,0.041,0.037924
5.75,5.76,5.758595,0.04,0.036,0.037988
6.0,6.01,6.006186,0.04,0.041,0.037629
6.25,6.25,6.254844,0.04,0.037,0.037980
6.5,6.50,6.506972,0.04,0.038,0.037773
6.75,6.74,6.755705,0.04,0.038,0.037900
7.0,6.99,7.005001,0.04,0.038,0.037924
7.25,7.25,7.256032,0.04,0.042,0.037916
7.5,7.51,7.505520,0.04,0.036,0.037861
7.75,7.74,7.757485,0.04,0.041,0.037868
8.0,8.00,8.005416,0.04,0.035,0.037813
8.25,8.25,8.255246,0.04,0.042,0.037933
8.5,8.52,8.505684,0.04,0.039,0.037900
8.75,8.75,8.755188,0.04,0.038,0.037853
9.0,9.00,9.007182,0.04,0.045,0.037853
9.25,9.25,9.253008,0.04,0.038,0.037653
9.5,9.50,9.505463,0.04,0.037,0.037837
9.75,9.72,9.756671,0.04,0.036,0.037884
10.0,9.99,10.004232,0.04,0.040,0.037845
10.25,10.25,10.256953,0.04,0.036,0.037804
10.5,10.49,10.505760,0.04,0.037,0.037717
10.75,10.75,10.757917,0.04,0.037,0.037821
11.0,11.01,11.007673,0.04,0.038,0.037789
11.25,11.26,11.255901,0.04,0.036,0.037853
11.5,11.50,11.507629,0.04,0.035,0.037853
11.75,11.76,11.755426,0.04,0.035,0.037837
12.0,12.01,12.006146,0.04,0.039,0.037900
