0.25,0.25,0.243065,0.52,0.520,0.518626
0.5,0.50,0.493117,0.52,0.517,0.518650
0.75,0.75,0.743036,0.52,0.521,0.518682
1.0,1.00,0.994868,0.52,0.519,0.518666
1.25,1.25,1.243377,0.52,0.520,0.518682
1.5,1.50,1.493830,0.52,0.529,0.518642
1.75,1.75,1.744401,0.52,0.517,0.518602
2.0,2.00,1.992778,0.52,0.523,0.518642
2.25,2.25,2.245291,0.52,0.526,0.518594
2.5,2.50,2.493964,0.52,0.512,0.518738
2.75,2.76,2.743289,0.52,0.520,0.518666
3.0,2.99,2.993223,0.52,0.523,0.518714
3.25,3.26,3.242935,0.52,0.525,0.518602
3.5,3.51,3.494899,0.52,0.521,0.518634
3.75,3.75,3.743009,0.52,0.530,0.518722
4.0,4.01,3.992097,0.52,0.530,0.518746
4.25,4.24,4.244715,0.52,0.522,0.518666
4.5,4.49,4.493210,0.52,0.520,0.518730
4.75,4.75,4.743810,0.52,0.520,0.518666
5.0,5.00,4.992839,0.52,0.518,0.518666
5.25,5.25,5.241008,0.52,0.519,0.518674
5.5,5.50,5.493878,0.52,0.527,0.518706
5.75,5.76,5.742166,0.52,0.523,0.518722
6.0,6.00,5.994427,0.52,0.525,0.518738
6.25,6.27,6.242610,0.52,0.514,0.518610
6.5,6.49,6.491106,0.52,0.530,0.518586
6.75,6.74,6.741677,0.52,0.525,0.518666
7.0,6.98,6.989845,0.52,0.523,0.518666
7.25,7.25,7.241396,0.52,0.514,0.518666
7.5,7.49,7.491699,0.52,0.520,0.518626
7.75,7.75,7.740551,0.52,0.518,0.518634
8.0,8.00,7.994399,0.52,0.519,0.518674
8.25,8.23,8.242301,0.52,0.527,0.518594
8.5,8.50,8.490648,0.52,0.520,0.518650
8.75,8.74,8.739737,0.52,0.526,0.518610
9.0,9.00,8.989477,0.52,0.520,0.518618
9.25,9.24,9.239544,0.52,0.518,0.518674
9.5,9.50,9.489982,0.52,0.521,0.518610
9.75,9.77,9.739707,0.52,0.522,0.518586
10.0,10.00,9.989685,0.52,0.523,0.518610
10.25,10.25,10.236549,0.52,0.530,0.518706
10.5,10.51,10.491050,0.52,0.523,0.518626
10.75,10.75,10.740568,0.52,0.526,0.518578
11.0,11.01,10.989731,0.52,0.525,0.518634
11.25,11.24,11.238938,0.52,0.512,0.518682
11.5,11.49,11.487951,0.52,0.514,0.518570
11.75,11.78,11.746396,0.52,0.523,0.518618
12.0,12.00,11.989569,0.52,0.518,0.518618
