0.25,0.26,0.251740,0.28,0.281,0.278337
0.5,0.49,0.499835,0.28,0.284,0.278321
0.75,0.74,0.750346,0.28,0.280,0.278289
1.0,1.00,1.001852,0.28,0.287,0.278369
1.25,1.25,1.250421,0.28,0.280,0.278353
1.5,1.50,1.501763,0.28,0.285,0.278297
1.75,1.75,1.750896,0.28,0.282,0.278313
2.0,2.00,2.001764,0.28,0.287,0.278250
2.25,2.25,2.251935,0.28,0.282,0.278321
2.5,2.50,2.501512,0.28,0.282,0.278353
2.75,2.76,2.753255,0.28,0.284,0.278281
3.0,3.00,3.001809,0.28,0.286,0.278281
3.25,3.25,3.250868,0.28,0.277,0.278337
3.5,3.50,3.502091,0.28,0.280,0.278361
3.75,3.75,3.750453,0.28,0.277,0.278401
4.0,4.00,4.002492,0.28,0.285,0.278321
4.25,4.25,4.252055,0.28,0.282,0.278218
4.5,4.50,4.500668,0.28,0.281,0.278417
4.75,4.76,4.752708,0.28,0.282,0.278345
5.0,5.00,5.001025,0.28,0.282,0.278321
5.25,5.25,5.252871,0.28,0.282,0.278361
5.5,5.50,5.501751,0.28,0.280,0.278329
5.75,5.75,5.751537,0.28,0.278,0.278297
6.0,5.99,6.003324,0.28,0.281,0.278289
6.25,6.25,6.250662,0.28,0.283,0.278234
6.5,6.50,6.498490,0.28,0.281,0.278289
6.75,6.76,6.751523,0.28,0.281,0.278297
7.0,7.01,7.000093,0.28,0.280,0.278353
7.25,7.25,7.252146,0.28,0.284,0.278313
7.5,7.48,7.501190,0.28,0.274,0.278337
7.75,7.75,7.750679,0.28,0.281,0.278234
8.0,8.00,8.000123,0.28,0.279,0.278361
8.25,8.25,8.250694,0.28,0.279,0.278337
8.5,8.48,8.502289,0.28,0.282,0.278337
8.75,8.75,8.751451,0.28,0.284,0.278313
9.0,9.01,9.000791,0.28,0.286,0.278377
9.25,9.25,9.251851,0.28,0.278,0.278321
9.5,9.52,9.500213,0.28,0.286,0.278273
9.75,9.76,9.751095,0.28,0.280,0.278257
10.0,10.02,9.999694,0.28,0.284,0.278329
10.25,10.24,10.250147,0.28,0.283,0.278433
10.5,10.50,10.504172,0.28,0.280,0.278297
10.75,10.76,10.751763,0.28,0.282,0.278297
11.0,11.01,11.002172,0.28,0.279,0.278281
11.25,11.26,11.251853,0.28,0.284,0.278313
11.5,11.50,11.493527,0.28,0.280,0.278401
11.75,11.74,11.749422,0.28,0.283,0.278329
12.0,11.99,11.996226,0.28,0.281,0.278321
