0.25,0.26,0.244103,0.64,0.647,0.639199
0.5,0.49,0.495564,0.64,0.644,0.639191
0.75,0.75,0.743926,0.64,0.637,0.639207
1.0,1.00,0.996484,0.64,0.651,0.639199
1.25,1.25,1.245765,0.64,0.649,0.639111
1.5,1.50,1.495165,0.64,0.639,0.639207
1.75,1.75,1.747782,0.64,0.651,0.639127
2.0,1.99,1.994765,0.64,0.638,0.639239
2.25,2.25,2.245573,0.64,0.641,0.639191
2.5,2.50,2.496470,0.64,0.639,0.639175
2.75,2.75,2.747234,0.64,0.639,0.639199
3.0,2.99,2.997716,0.64,0.645,0.639223
3.25,3.25,3.244699,0.64,0.643,0.639231
3.5,3.50,3.495478,0.64,0.639,0.639119
3.75,3.75,3.745886,0.64,0.642,0.639183
4.0,4.00,3.995597,0.64,0.643,0.639167
4.25,4.25,4.247903,0.64,0.642,0.639103
4.5,4.50,4.495449,0.64,0.644,0.639103
4.75,4.74,4.745961,0.64,0.635,0.639087
5.0,4.99,4.996443,0.64,0.640,0.639119
5.25,5.25,5.245975,0.64,0.648,0.639183
5.5,5.51,5.497778,0.64,0.647,0.639215
5.75,5.76,5.746940,0.64,0.653,0.639263
6.0,5.99,5.996192,0.64,0.640,0.639175
6.25,6.24,6.247623,0.64,0.642,0.639167
6.5,6.50,6.495317,0.64,0.640,0.639127
6.75,6.75,6.747667,0.64,0.642,0.639095
7.0,7.00,6.996251,0.64,0.641,0.639167
7.25,7.26,7.247060,0.64,0.645,0.639191
7.5,7.49,7.498047,0.64,0.648,0.639143
7.75,7.75,7.744214,0.64,0.642,0.639143
8.0,8.00,7.997573,0.64,0.641,0.639159
8.25,8.25,8.248055,0.64,0.652,0.639183
8.5,8.50,8.495852,0.64,0.640,0.639111
8.75,8.75,8.746927,0.64,0.636,0.639167
9.0,8.99,8.996846,0.64,0.640,0.639270
9.25,9.25,9.250028,0.64,0.643,0.639151
9.5,9.50,9.497855,0.64,0.646,0.639063
9.75,9.77,9.746099,0.64,0.642,0.639135
10.0,9.98,9.998212,0.64,0.642,0.639151
10.25,10.25,10.246025,0.64,0.639,0.639135
10.5,10.51,10.497633,0.64,0.642,0.639175
10.75,10.76,10.751912,0.64,0.647,0.639159
11.0,11.01,10.996849,0.64,0.640,0.639143
11.25,11.25,11.251378,0.64,0.639,0.639103
11.5,11.52,11.495959,0.64,0.649,0.639127
11.75,11.75,11.752106,0.64,0.644,0.639047
12.0,11.99,11.998406,0.64,0.639,0.639087
