0.25,0.25,0.247351,0.48,0.477,0.479003
0.5,0.50,0.498545,0.48,0.483,0.478931
0.75,0.76,0.747885,0.48,0.488,0.478907
1.0,1.00,1.000621,0.48,0.482,0.478955
1.25,1.25,1.248360,0.48,0.483,0.478859
1.5,1.51,1.498427,0.48,0.489,0.478883
1.75,1.76,1.749918,0.48,0.484,0.478995
2.0,2.00,1.998309,0.48,0.476,0.478859
2.25,2.25,2.250333,0.48,0.478,0.478987
2.5,2.50,2.499985,0.48,0.477,0.479027
2.75,2.76,2.748762,0.48,0.483,0.479011
3.0,3.00,2.999511,0.48,0.482,0.478947
3.25,3.25,3.248910,0.48,0.482,0.478987
3.5,3.49,3.501261,0.48,0.485,0.478955
3.75,3.75,3.750883,0.48,0.489,0.478971
4.0,4.00,3.999882,0.48,0.484,0.478979
4.25,4.25,4.250513,0.48,0.485,0.479003
4.5,4.50,4.499408,0.48,0.481,0.478923
4.75,4.75,4.752010,0.48,0.493,0.478971
5.0,4.99,5.001040,0.48,0.481,0.479003
5.25,5.25,5.250158,0.48,0.486,0.479051
5.5,5.50,5.501885,0.48,0.480,0.478987
5.75,5.74,5.749787,0.48,0.487,0.478979
6.0,6.00,6.002642,0.48,0.480,0.478979
6.25,6.25,6.251463,0.48,0.478,0.479011
6.5,6.49,6.501352,0.48,0.467,0.478963
6.75,6.78,6.750945,0.48,0.481,0.478899
7.0,7.01,6.999084,0.48,0.477,0.478875
7.25,7.25,7.251257,0.48,0.478,0.479043
7.5,7.49,7.501294,0.48,0.480,0.478963
7.75,7.74,7.749181,0.48,0.482,0.479051
8.0,8.00,8.001650,0.48,0.479,0.479067
8.25,8.25,8.250516,0.48,0.486,0.479043
8.5,8.50,8.500628,0.48,0.481,0.479019
8.75,8.76,8.753956,0.48,0.484,0.479035
9.0,9.00,9.001503,0.48,0.477,0.479011
9.25,9.25,9.253231,0.48,0.487,0.479011
9.5,9.50,9.500168,0.48,0.476,0.478883
9.75,9.75,9.752697,0.48,0.484,0.478907
10.0,10.00,10.000525,0.48,0.476,0.478939
10.25,10.26,10.250443,0.48,0.477,0.478963
10.5,10.52,10.502156,0.48,0.486,0.478947
10.75,10.76,10.752876,0.48,0.477,0.478955
11.0,10.99,11.001252,0.48,0.484,0.478995
11.25,11.25,11.249080,0.48,0.472,0.478987
11.5,11.49,11.499725,0.48,0.471,0.478947
11.75,11.76,11.750682,0.48,0.480,0.478907
12.0,11.98,12.002351,0.48,0.477,0.478899
