0.25,0.25,0.250405,0.32,0.320,0.318900
0.5,0.50,0.499123,0.32,0.326,0.318924
0.75,0.75,0.749590,0.32,0.320,0.318837
1.0,1.01,1.000651,0.32,0.325,0.318884
1.25,1.24,1.249605,0.32,0.319,0.318948
1.5,1.50,1.501867,0.32,0.309,0.318933
1.75,1.75,1.750985,0.32,0.325,0.318869
2.0,1.99,1.999673,0.32,0.327,0.318869
2.25,2.25,2.253032,0.32,0.320,0.318908
2.5,2.50,2.500281,0.32,0.326,0.318940
2.75,2.75,2.751920,0.32,0.327,0.318924
3.0,3.00,3.001260,0.32,0.325,0.318884
3.25,3.25,3.249844,0.32,0.326,0.318948
3.5,3.50,3.502699,0.32,0.320,0.318956
3.75,3.74,3.750512,0.32,0.321,0.318869
4.0,4.00,4.001677,0.32,0.319,0.318972
4.25,4.24,4.250854,0.32,0.320,0.318964
4.5,4.51,4.500016,0.32,0.319,0.318861
4.75,4.74,4.752826,0.32,0.319,0.318964
5.0,5.01,4.999601,0.32,0.327,0.318924
5.25,5.24,5.250128,0.32,0.323,0.319028
5.5,5.49,5.500225,0.32,0.323,0.318980
5.75,5.75,5.750736,0.32,0.321,0.318996
6.0,5.99,6.002227,0.32,0.324,0.319012
6.25,6.25,6.250144,0.32,0.322,0.318948
6.5,6.49,6.499084,0.32,0.329,0.318980
6.75,6.76,6.752087,0.32,0.321,0.318996
7.0,7.02,6.998832,0.32,0.323,0.318996
7.25,7.25,7.251094,0.32,0.313,0.318956
7.5,7.50,7.499529,0.32,0.322,0.319028
7.75,7.76,7.749521,0.32,0.323,0.318908
8.0,8.00,8.000448,0.32,0.323,0.318908
8.25,8.26,8.247387,0.32,0.324,0.318980
8.5,8.50,8.500628,0.32,0.322,0.318933
8.75,8.76,8.750517,0.32,0.315,0.318924
9.0,9.00,8.999947,0.32,0.324,0.318908
9.25,9.26,9.249953,0.32,0.316,0.318924
9.5,9.48,9.499131,0.32,0.314,0.318869
9.75,9.74,9.750547,0.32,0.318,0.318821
10.0,10.00,9.999739,0.32,0.319,0.318908
10.25,10.25,10.247240,0.32,0.327,0.318852
10.5,10.50,10.498850,0.32,0.323,0.318924
10.75,10.73,10.748280,0.32,0.323,0.318884
11.0,10.99,11.002246,0.32,0.326,0.318892
11.25,11.25,11.249733,0.32,0.319,0.318877
11.5,11.49,11.498332,0.32,0.323,0.318940
11.75,11.77,11.747005,0.32,0.319,0.318797
12.0,12.01,11.997753,0.32,0.320,0.318837
