0.25,0.25,0.245067,0.48,0.476,0.478979
0.5,0.50,0.495164,0.48,0.483,0.478939
0.75,0.75,0.745260,0.48,0.485,0.478899
1.0,1.00,0.997166,0.48,0.480,0.478883
1.25,1.25,1.244846,0.48,0.482,0.478891
1.5,1.50,1.495417,0.48,0.481,0.478995
1.75,1.75,1.746433,0.48,0.474,0.478955
2.0,2.00,1.994913,0.48,0.484,0.478963
2.25,2.25,2.247427,0.48,0.476,0.478947
2.5,2.50,2.495328,0.48,0.478,0.478963
2.75,2.75,2.746893,0.48,0.490,0.478979
3.0,3.01,2.995714,0.48,0.480,0.478971
3.25,3.25,3.244729,0.48,0.475,0.478939
3.5,3.50,3.496397,0.48,0.485,0.479003
3.75,3.75,3.745500,0.48,0.496,0.479019
4.0,3.99,3.994470,0.48,0.483,0.478939
4.25,4.25,4.246420,0.48,0.474,0.478851
4.5,4.50,4.494292,0.48,0.480,0.478883
4.75,4.74,4.745635,0.48,0.479,0.478883
5.0,4.99,4.995375,0.48,0.486,0.478955
5.25,5.25,5.242728,0.48,0.484,0.479003
5.5,5.51,5.495805,0.48,0.484,0.478931
5.75,5.75,5.744242,0.48,0.484,0.478915
6.0,5.99,5.995569,0.48,0.483,0.478923
6.25,6.26,6.242151,0.48,0.476,0.478915
6.5,6.51,6.493212,0.48,0.484,0.478963
6.75,6.74,6.744791,0.48,0.489,0.479059
7.0,6.99,6.992381,0.48,0.480,0.479051
7.25,7.25,7.242315,0.48,0.479,0.478987
7.5,7.50,7.493760,0.48,0.484,0.479003
7.75,7.75,7.740180,0.48,0.478,0.478979
8.0,8.00,7.994503,0.48,0.478,0.478979
8.25,8.25,8.243680,0.48,0.479,0.478987
8.5,8.49,8.492234,0.48,0.484,0.478907
8.75,8.75,8.740107,0.48,0.484,0.479011
9.0,9.00,8.992532,0.48,0.481,0.478891
9.25,9.25,9.242375,0.48,0.480,0.478859
9.5,9.49,9.490960,0.48,0.475,0.478931
9.75,9.76,9.743252,0.48,0.480,0.478931
10.0,10.00,9.991346,0.48,0.483,0.478979
10.25,10.26,10.241754,0.48,0.471,0.478955
10.5,10.50,10.492355,0.48,0.487,0.478915
10.75,10.76,10.742659,0.48,0.479,0.478899
11.0,11.01,10.991450,0.48,0.479,0.478931
11.25,11.25,11.240391,0.48,0.486,0.478963
11.5,11.51,11.489805,0.48,0.473,0.478899
11.75,11.75,11.740985,0.48,0.479,0.478947
12.0,11.99,11.990873,0.48,0.490,0.478971
